,temp,windspeed,registered,dia_sem_encoded,laborables_0,laborables_1,weathersit_encoded,month_encoded
433,11.7875,15.12525,3150,2,1,0,3,3
434,14.831299,14.913329,3253,1,0,1,3,3
435,19.133347,13.916771,4460,1,0,1,3,3
436,23.165,15.87565,5085,2,0,1,3,3
437,23.4725,7.709154,5315,3,0,1,3,3
438,22.8575,10.042161,5187,3,0,1,3,3
439,17.869153,7.583864,3830,3,1,0,2,3
440,21.080847,7.417168,4681,2,1,0,2,3
441,19.3725,8.501161,3685,1,0,1,2,3
442,22.345,10.875239,5171,1,0,1,3,3
443,22.994153,8.125157,5042,2,0,1,3,3
444,21.798347,6.0004061,5108,3,0,1,2,3
445,22.720847,7.876654,5537,3,0,1,3,3
446,24.668347,7.7921,5893,3,1,0,2,3
447,20.6025,12.916461,2339,2,1,0,2,3
448,17.9375,14.791925,3464,1,0,1,2,3
449,18.279153,25.917007,4763,1,0,1,3,3
450,13.256653,12.541864,4571,2,0,1,3,3
451,19.850847,19.541957,5024,3,0,1,3,3
452,20.260847,21.41655,5299,3,0,1,3,3
453,15.17,9.250489,4663,3,1,0,2,3
454,17.390847,16.791339,3934,2,1,0,2,3
455,17.459153,11.541889,3694,1,0,1,2,5
456,17.790433,20.913313,4728,1,0,1,3,5
457,19.133347,6.708911,5424,2,0,1,3,5
458,22.208347,12.125325,5378,3,0,1,3,5
459,17.835,14.708443,5265,3,0,1,3,5
460,16.536653,20.125996,4653,3,1,0,3,5
461,17.9375,18.416357,3605,2,1,0,3,5
462,20.5,15.583932,2939,1,0,1,3,5
463,20.055847,23.999132,4680,1,0,1,3,5
464,18.313347,16.708125,5099,2,0,1,3,5
465,14.296536,19.783358,4380,3,0,1,3,5
466,16.2975,19.458743,4746,3,0,1,3,5
467,18.1425,10.416557,5146,3,1,0,3,5
468,20.295,12.791439,4665,2,1,0,3,5
469,24.873347,15.083643,4286,1,0,1,3,5
470,27.230847,19.083543,5172,1,1,0,3,5
471,24.941653,18.333143,5702,2,0,1,3,5
472,18.996653,11.250104,4020,3,0,1,2,5
473,20.431653,4.4172564,5719,3,0,1,3,5
474,21.593347,10.041357,5950,3,1,0,3,5
475,23.37,19.000329,4083,2,1,0,3,5
476,16.263347,23.084582,907,1,0,1,1,5
477,13.188347,20.334232,3019,1,0,1,2,5
478,16.946653,16.708661,5115,2,0,1,3,5
479,19.543347,7.959064,5541,3,0,1,3,5
480,20.431653,11.833875,4551,3,0,1,2,5
481,18.7575,23.291411,5219,3,1,0,3,5
482,15.443347,8.708325,3100,2,1,0,2,5
483,18.791653,7.832836,4075,1,0,1,3,5
484,19.030847,11.499746,4907,1,0,1,2,5
485,25.146653,10.458432,5087,2,0,1,2,6
486,23.130847,9.249886,5502,3,0,1,3,6
487,22.96,8.957632,5657,3,0,1,2,6
488,25.7275,10.916846,5227,3,1,0,3,6
489,25.488347,10.250464,4387,2,1,0,2,6
490,23.0625,10.041893,4224,1,0,1,2,6
491,22.0375,15.458307,5265,1,0,1,2,6
492,23.848347,19.833943,4990,2,0,1,2,6
493,23.575,14.499604,4097,3,0,1,2,6
494,20.739153,21.042221,5546,3,0,1,3,6
495,21.866653,15.874779,5711,3,1,0,3,6
496,23.130847,8.249911,4807,2,1,0,3,6
497,25.1125,15.082839,3946,1,0,1,3,6
498,23.506653,14.250364,2501,1,0,1,2,6
499,25.078347,9.875264,4490,2,0,1,2,6
500,26.103347,8.208304,6433,3,0,1,3,6
501,24.326653,15.374825,6142,3,0,1,3,6
502,23.130847,9.166739,6118,3,1,0,3,6
503,24.6,5.626325,4884,2,1,0,3,6
504,25.454153,17.042589,4425,1,0,1,3,6
505,24.531653,15.624668,3729,1,0,1,2,6
506,25.215,7.917189,5254,2,0,1,2,6
507,25.488347,6.834,4494,3,0,1,2,6
508,26.855,11.584032,5711,3,0,1,3,6
509,27.88,9.41685,5317,3,1,0,3,6
510,28.3925,13.332464,3681,2,1,0,3,6
511,28.29,14.416457,3308,1,1,0,3,6
512,29.2125,13.166907,3486,1,0,1,3,6
513,29.6225,19.7918,4863,2,0,1,3,6
514,26.923347,9.000043,6110,3,0,1,2,6
515,27.88,13.083693,6238,3,0,1,3,6
516,26.820847,15.916721,3594,3,1,0,2,8
517,23.916653,12.499654,5325,2,1,0,3,8
518,24.7025,12.333829,5147,1,0,1,3,8
519,24.4975,19.083811,5927,1,0,1,3,8
520,22.174153,14.041525,6033,2,0,1,2,8
521,22.720847,5.167375,6028,3,0,1,3,8
522,24.7025,10.54245,6456,3,0,1,3,8
523,26.615847,11.750661,6248,3,1,0,3,8
524,29.144153,9.667229,4790,2,1,0,3,8
525,29.793347,8.959307,4374,1,0,1,3,8
526,29.554153,13.916771,5647,1,0,1,2,8
527,26.786653,14.374582,4495,2,0,1,2,8
528,26.889153,22.999693,6248,3,0,1,3,8
529,26.581653,17.000111,6183,3,0,1,3,8
530,26.205847,11.833339,6102,3,1,0,3,8
531,25.898347,11.166689,4739,2,1,0,3,8
532,24.2925,9.708568,4344,1,0,1,3,8
533,23.301653,11.707982,4446,1,0,1,2,8
534,28.221653,9.917139,5857,2,0,1,3,8
535,32.0825,7.625404,5339,3,0,1,3,8
536,33.039153,7.958729,5127,3,0,1,3,8
537,31.8775,12.250414,4859,3,1,0,3,8
538,29.998347,12.041307,4801,2,1,0,3,8
539,30.476653,9.750175,4340,1,0,1,3,8
540,29.349153,20.125661,5640,1,0,1,3,8
541,25.864153,23.292014,6365,2,0,1,3,8
542,28.5975,18.208925,6258,3,0,1,3,8
543,30.715847,11.50055,5958,3,0,1,3,8
544,34.200847,11.082939,4634,3,1,0,3,8
545,31.365,10.791757,4232,2,1,0,3,8
546,33.449153,11.291443,4110,1,0,1,3,7
547,32.048347,13.082889,5323,1,0,1,3,7
548,32.014153,8.457879,5608,2,0,1,3,7
549,32.355847,9.04165,4841,3,1,0,3,7
550,33.9275,12.999943,4836,3,0,1,3,7
551,33.961653,9.791514,4841,3,1,0,3,7
552,35.328347,10.958118,3392,2,1,0,3,7
553,33.7225,8.417143,3469,1,0,1,3,7
554,29.144153,12.125325,5571,1,0,1,2,7
555,29.554153,10.166379,5336,2,0,1,2,7
556,29.383347,10.166111,6289,3,0,1,3,7
557,29.349153,9.833925,6414,3,0,1,3,7
558,29.998347,5.41695,5988,3,1,0,2,7
